-3	-1.249045772
-2.96845437	-1.245861081
-2.941006686	-1.243040226
-2.910138894	-1.239810962
-2.879066491	-1.236497816
-2.84814177	-1.233136442
-2.819470594	-1.229961439
-2.789783253	-1.226612894
-2.759080562	-1.223082742
-2.728476334	-1.219494118
-2.696996125	-1.215727971
-2.669268339	-1.212346137
-2.63805342	-1.208464511
-2.60671033	-1.204485286
-2.576505454	-1.200570832
-2.549076533	-1.19694638
-2.516460894	-1.192547599
-2.488831169	-1.188743466
-2.45669123	-1.184225838
-2.428241938	-1.180141511
-2.397028557	-1.17556518
-2.367306036	-1.171112064
-2.336293704	-1.166363416
-2.307814701	-1.161907846
-2.27709625	-1.156996954
-2.245188413	-1.151776914
-2.217412546	-1.147130995
-2.18741385	-1.142003407
-2.156422261	-1.136582496
-2.126103037	-1.131153643
-2.09676763	-1.125778886
-2.064195661	-1.119665763
-2.034928298	-1.114038014
-2.003679142	-1.107883465
-1.975362761	-1.102172268
-1.944405478	-1.09577742
-1.915277087	-1.089611553
-1.884829526	-1.08300693
-1.855061469	-1.076386716
-1.823897073	-1.069277263
-1.793882055	-1.062251155
-1.763187364	-1.054877986
-1.732746841	-1.047371507
-1.704775161	-1.04029725
-1.67271646	-1.031973978
-1.644042775	-1.024327847
-1.613470647	-1.015958113
-1.584209219	-1.007729724
-1.551718164	-0.9983347601
-1.523583298	-0.9899718668
-1.491649973	-0.9802145502
-1.462546214	-0.9710673026
-1.430711276	-0.9607733638
-1.403243108	-0.951640807
-1.371960071	-0.9409468668
-1.341742202	-0.9303102321
-1.311544073	-0.9193683426
-1.281457038	-0.9081451869
-1.252552816	-0.8970503661
-1.221306587	-0.8846994903
-1.191526665	-0.8725708543
-1.160184699	-0.8594159366
-1.131812673	-0.847150812
-1.100456272	-0.8331876778
-1.070422305	-0.8193985534
-1.040461441	-0.8052251191
-1.009167202	-0.7899608192
-0.9803440658	-0.7754729746
-0.9508252318	-0.7601963379
-0.9182329315	-0.7427977067
-0.8887232732	-0.7265498167
-0.8585441201	-0.7094334999
-0.8278526988	-0.691495073
-0.7996413103	-0.6745221907
-0.7695688836	-0.6559080128
-0.7397253703	-0.6368928507
-0.7078020874	-0.6159430943
-0.6796311733	-0.5969244084
-0.6471277863	-0.574353439
-0.6177959855	-0.5534021198
-0.5887737018	-0.5321239727
-0.5575654233	-0.5086330362
-0.5262309009	-0.4844114521
-0.4977211251	-0.4618228478
-0.4674450096	-0.4372661194
-0.43789848	-0.4127448546
-0.4058697302	-0.3855562252
-0.3781559566	-0.3615346614
-0.3463256801	-0.3333977404
-0.3164035468	-0.3064371618
-0.2867704287	-0.2792758205
-0.2571137373	-0.2516626578
-0.2268657892	-0.2230896162
-0.1948034711	-0.1923939408
-0.1654054649	-0.1639213118
-0.136385858	-0.1355495299
-0.1053643758	-0.1049770463
-0.07441042462	-0.07427354443
-0.04662741528	-0.04659366815
-0.01371643719	-0.01371557708
0.01382194312	0.01382106301
0.04603117206	0.04599870199
0.0767717608	0.07662146351
0.1042194449	0.1038445519
0.1350872364	0.1342744019
0.1661596396	0.1646553133
0.1970843611	0.1945904955
0.2257555366	0.2220334565
0.2554428781	0.2500947751
0.2861455691	0.2786983473
0.3167497963	0.3067518709
0.3482300056	0.3350971176
0.3759577912	0.3596101131
0.4071727104	0.386674414
0.438515801	0.4132627302
0.4687206766	0.4383125186
0.4961495973	0.4605625451
0.528765237	0.4863941062
0.556394962	0.507739709
0.5885349006	0.5319466249
0.6169841922	0.5528143623
0.648197574	0.5751070935
0.6779200948	0.5957530275
0.7089324271	0.6166957588
0.7374114292	0.6353956224
0.7681298804	0.6550036217
0.8000377179	0.6747639405
0.8278135842	0.6914718638
0.8578122808	0.7090120476
0.8888038697	0.7265948452
0.9191230933	0.7432804489
0.948458501	0.7589518818
0.9810304697	0.7758228687
1.010297832	0.7905206592
1.041546989	0.8057460932
1.069863369	0.8191380025
1.100820652	0.833352451
1.129949043	0.8463330331
1.160396605	0.8595062524
1.190164661	0.8720076039
1.221329058	0.884708509
1.251344076	0.8965795581
1.282038766	0.9083652987
1.31247929	0.9197119986
1.340450969	0.929848837
1.372509671	0.9411374995
1.401183355	0.9509463993
1.431755484	0.9611159034
1.461016911	0.9705797673
1.493507966	0.9807901738
1.521642832	0.9893870986
1.553576157	0.9988795122
1.582679916	1.007293689
1.614514855	1.01624777
1.641983023	1.02377108
1.673266059	1.032118652
1.703483929	1.039966509
1.733682058	1.047605076
1.763769093	1.05501953
1.792673315	1.061964441
1.823919544	1.069282456
1.853699466	1.076079871
1.885041432	1.083053472
1.913413458	1.089212036
1.944769858	1.095853627
1.974803826	1.102058222
2.00476469	1.108099843
2.036058929	1.114257843
2.064882065	1.119796201
2.094400899	1.125339909
2.126993199	1.13131484
2.156502857	1.13659676
2.186682011	1.141876861
2.217373432	1.147124384
2.24558482	1.151842525
2.275657247	1.156764177
2.30550076	1.161541755
2.337424043	1.166538367
2.365594957	1.170852813
2.398098344	1.175723707
2.427430145	1.180023764
2.456452429	1.184191892
2.487660707	1.188580707
2.51899523	1.192892926
2.547505006	1.19673667
2.577781121	1.200737768
2.607327651	1.204564465
2.6393564	1.208628145
2.667070174	1.212075397
2.698900451	1.215957992
2.728822584	1.219535116
2.758455702	1.223010176
2.788112393	1.226422553
2.818360341	1.229837336
2.85042266	1.233386583
2.879820666	1.236578987
2.908840273	1.239673762
2.939861755	1.242921533
2.970815706	1.246101574
3	1.249045772
