0	0
0.04359430833	0.04359430833
0.08152548292	0.08152548292
0.1241830558	0.1241830558
0.1671233908	0.1671233908
0.2098596379	0.2098596379
0.2494816096	0.2494816096
0.2905078662	0.2905078662
0.3329372796	0.3329372796
0.3752306212	0.3752306212
0.4187345217	0.4187345217
0.4570527808	0.4570527808
0.500190065	0.500190065
0.543504475	0.543504475
0.585245935	0.585245935
0.6231511796	0.6231511796
0.6682241817	0.6682241817
0.7064069267	0.7064069267
0.7508225362	0.7508225362
0.7901378767	0.7901378767
0.8332730362	0.8332730362
0.8743479088	0.8743479088
0.9172052292	0.9172052292
0.9565616279	0.9565616279
0.9990128208	0.9990128208
1.04310768	1.04310768
1.081492384	1.081492384
1.122948916	1.122948916
1.16577757	1.16577757
1.207677052	1.207677052
1.248216956	1.248216956
1.293229607	1.293229607
1.333675477	1.333675477
1.376860075	1.376860075
1.41599174	1.41599174
1.458772985	1.458772985
1.499026803	1.499026803
1.541103641	1.541103641
1.582241442	1.582241442
1.625308906	1.625308906
1.666787993	1.666787993
1.709206351	1.709206351
1.751273463	1.751273463
1.78992877	1.78992877
1.834232114	1.834232114
1.873857553	1.873857553
1.916106536	1.916106536
1.956544204	1.956544204
2	2
