0.4	2.5
0.4217971542	2.37080784
0.4435943083	2.254312062
0.4625598956	2.16188219
0.4815254829	2.076733289
0.5241830558	1.907730494
0.5671233908	1.763284703
0.6098596379	1.639721565
0.6494816096	1.539689477
0.6905078662	1.448209425
0.7329372796	1.364373225
0.7752306212	1.289938726
0.8187345217	1.221397136
0.8570527808	1.166789283
0.900190065	1.110876512
0.943504475	1.059878386
0.985245935	1.014975007
1.02315118	0.9773726698
1.068224182	0.9361330863
1.106406927	0.9038265903
1.150822536	0.8689437063
1.190137877	0.8402387821
1.233273036	0.8108504529
1.274347909	0.7847150634
1.317205229	0.7591831386
1.356561628	0.7371578109
1.399012821	0.7147897325
1.44310768	0.6929489837
1.481492384	0.6749950327
1.522948916	0.6566208424
1.56577757	0.6386603175
1.607677052	0.6220154716
1.648216956	0.6067162434
1.693229607	0.5905873578
1.733675477	0.5768092203
1.776860075	0.5627905169
1.81599174	0.5506632977
1.858772985	0.5379893123
1.899026803	0.5265855113
1.941103641	0.5151708434
1.982241442	0.5044794135
2.025308906	0.4937518405
2.066787993	0.4838425631
2.109206351	0.4741119804
2.151273463	0.4648409499
2.18992877	0.4566358567
2.234232114	0.4475810699
2.273857553	0.4397812864
2.316106536	0.4317590682
2.356544204	0.4243501982
2.4	0.4166666667
